obo:GAZ_00008951	Labrador Sea	wd:Q184189	Labrador Sea	obo:GAZ_00051142	Northwest Atlantic Ocean coastal waters of Canada	wd:Q165	sea	high		labrador sea		info(label-label,rdf(obo:GAZ_00008951,rdfs:label,Labrador Sea)-rdf(wd:Q184189,rdfs:label,Labrador Sea),downcase)									
obo:GAZ_00008956	Bristol Channel	wd:Q188203	Bristol Channel	obo:GAZ_00051074	European Seas	wd:Q1210950	channel	high		bristol channel		info(label-label,rdf(obo:GAZ_00008956,rdfs:label,Bristol Channel)-rdf(wd:Q188203,rdfs:label,Bristol Channel),downcase)									
obo:GAZ_00008957	Bay of Biscay	wd:Q41573	Bay of Biscay	obo:GAZ_00143238|obo:GAZ_00143236	Northeast Atlantic Ocean coastal waters of France|Northeast Atlantic Ocean coastal waters of the Iberian Peninsula	wd:Q39594	bay	high		bay of biscay		info(label-label,rdf(obo:GAZ_00008957,rdfs:label,Bay of Biscay)-rdf(wd:Q41573,rdfs:label,Bay of Biscay),downcase)									
obo:GAZ_00008961	Gulf of Guinea	wd:Q41430	Gulf of Guinea	obo:GAZ_00143234	Northeast Atlantic Ocean coastal waters of Africa	wd:Q39594	bay	high		gulf of guinea		info(label-label,rdf(obo:GAZ_00008961,rdfs:label,Gulf of Guinea)-rdf(wd:Q41430,rdfs:label,Gulf of Guinea),downcase)									
obo:GAZ_00008963	Gulf of Oman	wd:Q79948	Gulf of Oman	obo:GAZ_00051084	Indian Ocean region	wd:Q39594	bay	high		gulf of oman		info(label-label,rdf(obo:GAZ_00008963,rdfs:label,Gulf of Oman)-rdf(wd:Q79948,rdfs:label,Gulf of Oman),downcase)									
obo:GAZ_00008965	Laccadive Sea	wd:Q544914	Laccadive Sea	obo:GAZ_00051084	Indian Ocean region	wd:Q165	sea	high		laccadive sea		info(label-label,rdf(obo:GAZ_00008965,rdfs:label,Laccadive Sea)-rdf(wd:Q544914,rdfs:label,Laccadive Sea),downcase)									
obo:GAZ_00008966	Bay of Bengal	wd:Q38684	Bay of Bengal	obo:GAZ_00051084	Indian Ocean region	wd:Q15324	body of water	high		bay of bengal		info(label-label,rdf(obo:GAZ_00008966,rdfs:label,Bay of Bengal)-rdf(wd:Q38684,rdfs:label,Bay of Bengal),downcase)									
obo:GAZ_00008967	Andaman Sea	wd:Q47632	Andaman Sea	obo:GAZ_00051084	Indian Ocean region	wd:Q204894|wd:Q165	marginal sea|sea	high		andaman sea		info(label-label,rdf(obo:GAZ_00008967,rdfs:label,Andaman Sea)-rdf(wd:Q47632,rdfs:label,Andaman Sea),downcase)									
obo:GAZ_00008972	Sulu Sea	wd:Q160194	Sulu Sea	obo:GAZ_00051031	Australasian Mediterranean Sea	wd:Q165	sea	high		sulu sea		info(label-label,rdf(obo:GAZ_00008972,rdfs:label,Sulu Sea)-rdf(wd:Q160194,rdfs:label,Sulu Sea),downcase)									
obo:GAZ_00008975	Halmahera Sea	wd:Q212083	Halmahera Sea	obo:GAZ_00051031	Australasian Mediterranean Sea	wd:Q165	sea	high		halmahera sea		info(label-label,rdf(obo:GAZ_00008975,rdfs:label,Halmahera Sea)-rdf(wd:Q212083,rdfs:label,Halmahera Sea),downcase)									
obo:GAZ_00008976	Ceram Sea	wd:Q210855	Ceram Sea	obo:GAZ_00051031|obo:GAZ_00024946	Australasian Mediterranean Sea|Kepulauan Nusela	wd:Q165	sea	high		ceram sea		info(label-label,rdf(obo:GAZ_00008976,rdfs:label,Ceram Sea)-rdf(wd:Q210855,rdfs:label,Ceram Sea),downcase)									
obo:GAZ_00008981	Banda Sea	wd:Q171510	Banda Sea	obo:GAZ_00051031	Australasian Mediterranean Sea	wd:Q6617741|wd:Q165	WWF ecoregion|sea	high		banda sea		info(label-label,rdf(obo:GAZ_00008981,rdfs:label,Banda Sea)-rdf(wd:Q171510,rdfs:label,Banda Sea),downcase)									
obo:GAZ_00008988	Savu Sea	wd:Q193465	Savu Sea	obo:GAZ_00051031	Australasian Mediterranean Sea	wd:Q165	sea	high		savu sea		info(label-label,rdf(obo:GAZ_00008988,rdfs:label,Savu Sea)-rdf(wd:Q193465,rdfs:label,Savu Sea),downcase)									
obo:GAZ_00008990	Bering Sea	wd:Q44725	Bering Sea	obo:GAZ_00051073	Pacific Ocean region	wd:Q165	sea	high		bering sea		info(label-label,rdf(obo:GAZ_00008990,rdfs:label,Bering Sea)-rdf(wd:Q44725,rdfs:label,Bering Sea),downcase)									
obo:GAZ_00008991	Sea of Okhotsk	wd:Q41602	Sea of Okhotsk	obo:GAZ_00008323|obo:GAZ_00051073	Far Eastern Federal District|Pacific Ocean region	wd:Q204894	marginal sea	high		sea of okhotsk		info(label-label,rdf(obo:GAZ_00008991,rdfs:label,Sea of Okhotsk)-rdf(wd:Q41602,rdfs:label,Sea of Okhotsk),downcase)									
obo:GAZ_00009005	Signy Island	wd:Q2060501	Signy Island	obo:GAZ_00009523	South Orkney Islands	wd:Q23442	island	high		signy island		info(label-label,rdf(obo:GAZ_00009005,rdfs:label,Signy Island)-rdf(wd:Q2060501,rdfs:label,Signy Island),downcase)									
obo:GAZ_00009010	Inyo County	wd:Q109670	Inyo County	obo:GAZ_00004424	Northern California	wd:Q13212489	county of California	high		inyo county		info(label-label,rdf(obo:GAZ_00009010,rdfs:label,Inyo County)-rdf(wd:Q109670,rdfs:label,Inyo County),downcase)									
obo:GAZ_00009011	Ventura County	wd:Q108127	Ventura County	obo:GAZ_00168979	Southern California	wd:Q13212489	county of California	high		ventura county		info(label-label,rdf(obo:GAZ_00009011,rdfs:label,Ventura County)-rdf(wd:Q108127,rdfs:label,Ventura County),downcase)									
obo:GAZ_00009012	Weld County	wd:Q94783	Weld County	obo:GAZ_00006254	State of Colorado	wd:Q13410403	county of Colorado	high		weld county		info(label-label,rdf(obo:GAZ_00009012,rdfs:label,Weld County)-rdf(wd:Q94783,rdfs:label,Weld County),downcase)									
obo:GAZ_00009018	Rio Arriba County	wd:Q156481	Rio Arriba County	obo:GAZ_00004427	State of New Mexico	wd:Q13414755	county of New Mexico	high		rio arriba county		info(label-label,rdf(obo:GAZ_00009018,rdfs:label,Rio Arriba County)-rdf(wd:Q156481,rdfs:label,Rio Arriba County),downcase)									
obo:GAZ_00009020	Oswego County	wd:Q487581	Oswego County	obo:GAZ_00002514	State of New York	wd:Q13414757	county of New York	high		oswego county		info(label-label,rdf(obo:GAZ_00009020,rdfs:label,Oswego County)-rdf(wd:Q487581,rdfs:label,Oswego County),downcase)									
obo:GAZ_00009021	Aransas County	wd:Q107982	Aransas County	obo:GAZ_00166497	Texas Coastal Bend	wd:Q11774097	county of Texas	high		aransas county		info(label-label,rdf(obo:GAZ_00009021,rdfs:label,Aransas County)-rdf(wd:Q107982,rdfs:label,Aransas County),downcase)									
obo:GAZ_00009022	Waupaca County	wd:Q500854	Waupaca County	obo:GAZ_00002586	State of Wisconsin	wd:Q12178928	county of Wisconsin	high		waupaca county		info(label-label,rdf(obo:GAZ_00009022,rdfs:label,Waupaca County)-rdf(wd:Q500854,rdfs:label,Waupaca County),downcase)									
obo:GAZ_00009029	Baltra Island	wd:Q200772	Baltra Island	obo:GAZ_00069062	Santa Cruz Canton	wd:Q23442	island	high		baltra island		info(label-label,rdf(obo:GAZ_00009029,rdfs:label,Baltra Island)-rdf(wd:Q200772,rdfs:label,Baltra Island),downcase)									
obo:GAZ_00009030	Marchena Island	wd:Q1147502	Marchena Island	obo:GAZ_00069062	Santa Cruz Canton	wd:Q23442|wd:Q8072	island|volcano	high		marchena island		info(label-label,rdf(obo:GAZ_00009030,rdfs:label,Marchena Island)-rdf(wd:Q1147502,rdfs:label,Marchena Island),downcase)									
obo:GAZ_00009036	South Plaza Island	wd:Q1209933	South Plaza Island	obo:GAZ_00069062	Santa Cruz Canton	wd:Q23442	island	high		south plaza island		info(label-label,rdf(obo:GAZ_00009036,rdfs:label,South Plaza Island)-rdf(wd:Q1209933,rdfs:label,South Plaza Island),downcase)									
obo:GAZ_00009038	Santa Fe Island	wd:Q408211	Santa Fe Island	obo:GAZ_00069064	San Cristobal Canton	wd:Q23442	island	high		santa fe island		info(label-label,rdf(obo:GAZ_00009038,rdfs:label,Santa Fe Island)-rdf(wd:Q408211,rdfs:label,Santa Fe Island),downcase)									
obo:GAZ_00009041	Bournemouth	wd:Q170478	Bournemouth	obo:GAZ_00073570	Borough of Bournemouth	wd:Q3957	town	high		bournemouth		info(label-label,rdf(obo:GAZ_00009041,rdfs:label,Bournemouth)-rdf(wd:Q170478,rdfs:label,Bournemouth),downcase)									
obo:GAZ_00009080	Mari El Republic	wd:Q5446	Mari El Republic	obo:GAZ_00008320	Volga Federal District	wd:Q41162	republic of Russia	high		mari el republic		info(label-label,rdf(obo:GAZ_00009080,rdfs:label,Mari El Republic)-rdf(wd:Q5446,rdfs:label,Mari El Republic),downcase)									
obo:GAZ_00009083	Komi Republic	wd:Q2073	Komi Republic	obo:GAZ_00003121	Northwestern Federal District	wd:Q41162	republic of Russia	high		komi republic		info(label-label,rdf(obo:GAZ_00009083,rdfs:label,Komi Republic)-rdf(wd:Q2073,rdfs:label,Komi Republic),downcase)									
obo:GAZ_00009087	Tuva Republic	wd:Q960	Tuva Republic	obo:GAZ_00008324	Siberian Federal District	wd:Q41162	republic of Russia	high		tuva republic		info(label-label,rdf(obo:GAZ_00009087,rdfs:label,Tuva Republic)-rdf(wd:Q960,rdfs:label,Tuva Republic),downcase)									
obo:GAZ_00009102	Port Louis District	wd:Q960645	Port Louis District	obo:GAZ_00005461	District (Mauritius)	wd:Q2387050	district of Mauritius	high		port louis district		info(label-label,rdf(obo:GAZ_00009102,rdfs:label,Port Louis District)-rdf(wd:Q960645,rdfs:label,Port Louis District),downcase)									
obo:GAZ_00009106	Bheri Zone	wd:Q9060	Bheri Zone	obo:GAZ_00004697	Midwest Region	wd:Q876102	zone of Nepal	high		bheri zone		info(label-label,rdf(obo:GAZ_00009106,rdfs:label,Bheri Zone)-rdf(wd:Q9060,rdfs:label,Bheri Zone),downcase)									
obo:GAZ_00009108	Sagarmatha Zone	wd:Q9195	Sagarmatha Zone	obo:GAZ_00007493	East Region	wd:Q876102	zone of Nepal	high		sagarmatha zone		info(label-label,rdf(obo:GAZ_00009108,rdfs:label,Sagarmatha Zone)-rdf(wd:Q9195,rdfs:label,Sagarmatha Zone),downcase)									
obo:GAZ_00009110	Dhawalagiri Zone	wd:Q9088	Dhaulagiri Zone	obo:GAZ_00005201	West Region	wd:Q876102	zone of Nepal	high		dhaulagiri zone		info(exact-label,rdf(obo:GAZ_00009110,oio:hasExactSynonym,Dhaulagiri Zone)-rdf(wd:Q9088,rdfs:label,Dhaulagiri Zone),downcase)									
obo:GAZ_00009111	Seti Zone	wd:Q9196	Seti Zone	obo:GAZ_00003963	Far West Region	wd:Q876102	zone of Nepal	high		seti zone		info(label-label,rdf(obo:GAZ_00009111,rdfs:label,Seti Zone)-rdf(wd:Q9196,rdfs:label,Seti Zone),downcase)									
obo:GAZ_00009112	Rapti Zone	wd:Q9185	Rapti Zone	obo:GAZ_00004697	Midwest Region	wd:Q876102	zone of Nepal	high		rapti zone		info(label-label,rdf(obo:GAZ_00009112,rdfs:label,Rapti Zone)-rdf(wd:Q9185,rdfs:label,Rapti Zone),downcase)									
obo:GAZ_00009114	Lumbini Zone	wd:Q9172	Lumbini Zone	obo:GAZ_00005201	West Region	wd:Q876102	zone of Nepal	high		lumbini zone		info(label-label,rdf(obo:GAZ_00009114,rdfs:label,Lumbini Zone)-rdf(wd:Q9172,rdfs:label,Lumbini Zone),downcase)									
obo:GAZ_00009116	Narayani Zone	wd:Q9183	Narayani Zone	obo:GAZ_00009168	Central Region	wd:Q876102	zone of Nepal	high		narayani zone		info(label-label,rdf(obo:GAZ_00009116,rdfs:label,Narayani Zone)-rdf(wd:Q9183,rdfs:label,Narayani Zone),downcase)									
obo:GAZ_00009118	Haute-Kotto Prefecture	wd:Q848596	Haute-Kotto Prefecture	obo:GAZ_00005628	Prefecture (Central African Republic)	wd:Q843886	prefecture of the Central African Republic	high		haute-kotto prefecture		info(label-label,rdf(obo:GAZ_00009118,rdfs:label,Haute-Kotto Prefecture)-rdf(wd:Q848596,rdfs:label,Haute-Kotto Prefecture),downcase)									
obo:GAZ_00009125	Lobaye Prefecture	wd:Q821037	Lobaye Prefecture	obo:GAZ_00005628	Prefecture (Central African Republic)	wd:Q843886	prefecture of the Central African Republic	high		lobaye prefecture		info(label-label,rdf(obo:GAZ_00009125,rdfs:label,Lobaye Prefecture)-rdf(wd:Q821037,rdfs:label,Lobaye Prefecture),downcase)									
obo:GAZ_00009127	Ouham Prefecture	wd:Q726620	Ouham Prefecture	obo:GAZ_00005628	Prefecture (Central African Republic)	wd:Q843886	prefecture of the Central African Republic	high		ouham prefecture		info(label-label,rdf(obo:GAZ_00009127,rdfs:label,Ouham Prefecture)-rdf(wd:Q726620,rdfs:label,Ouham Prefecture),downcase)									
obo:GAZ_00009128	Mbomou Prefecture	wd:Q848582	Mbomou Prefecture	obo:GAZ_00005628	Prefecture (Central African Republic)	wd:Q843886	prefecture of the Central African Republic	high		mbomou prefecture		info(label-label,rdf(obo:GAZ_00009128,rdfs:label,Mbomou Prefecture)-rdf(wd:Q848582,rdfs:label,Mbomou Prefecture),downcase)									
obo:GAZ_00009136	Santa Isabel Island	wd:Q713182	Santa Isabel Island	obo:GAZ_00012782	Isabel Province	wd:Q23442	island	high		santa isabel island		info(label-label,rdf(obo:GAZ_00009136,rdfs:label,Santa Isabel Island)-rdf(wd:Q713182,rdfs:label,Santa Isabel Island),downcase)									
obo:GAZ_00009138	Choiseul Island	wd:Q867864	Choiseul Island	obo:GAZ_00012780	Choiseul Province	wd:Q23442	island	high		choiseul island		info(label-label,rdf(obo:GAZ_00009138,rdfs:label,Choiseul Island)-rdf(wd:Q867864,rdfs:label,Choiseul Island),downcase)									
obo:GAZ_00009165	Calgary Region	wd:Q578452	Calgary Region	obo:GAZ_00002566	Province of Alberta	wd:Q1907114	metropolitan area	high		calgary region		info(label-label,rdf(obo:GAZ_00009165,rdfs:label,Calgary Region)-rdf(wd:Q578452,rdfs:label,Calgary Region),downcase)									
obo:GAZ_00009177	Southern Gulf Islands	wd:Q24248888	Southern Gulf Islands	obo:GAZ_00007653	Gulf Islands	wd:Q33837	archipelago	high		southern gulf islands		info(label-label,rdf(obo:GAZ_00009177,rdfs:label,Southern Gulf Islands)-rdf(wd:Q24248888,rdfs:label,Southern Gulf Islands),downcase)									
obo:GAZ_00009179	Interlake Region	wd:Q6046855	Interlake Region	obo:GAZ_00002571	Province of Manitoba	wd:Q1850664	region of Manitoba	high		interlake region		info(label-label,rdf(obo:GAZ_00009179,rdfs:label,Interlake Region)-rdf(wd:Q6046855,rdfs:label,Interlake Region),downcase)									
obo:GAZ_00009192	Simcoe County	wd:Q1437636	Simcoe County	obo:GAZ_00072519	Central Ontario Region	wd:Q16295254|wd:Q14763041	upper-tier municipality|county of Ontario	high		simcoe county		info(label-label,rdf(obo:GAZ_00009192,rdfs:label,Simcoe County)-rdf(wd:Q1437636,rdfs:label,Simcoe County),downcase)									
obo:GAZ_00009260	Stadtkreis Stuttgart	wd:Q33159471	Stadtkreis Stuttgart	obo:GAZ_00009259	Regierungsbezirk Stuttgart	wd:Q13221722	third-level administrative country subdivision	high		stadtkreis stuttgart		info(label-label,rdf(obo:GAZ_00009260,rdfs:label,Stadtkreis Stuttgart)-rdf(wd:Q33159471,rdfs:label,Stadtkreis Stuttgart),downcase)									
obo:GAZ_00009287	Arrondissement of Nontron	wd:Q701978	arrondissement of Nontron	obo:GAZ_00003332	Department of Dordogne	wd:Q194203	arrondissement of France	high		arrondissement of nontron		info(label-label,rdf(obo:GAZ_00009287,rdfs:label,Arrondissement of Nontron)-rdf(wd:Q701978,rdfs:label,arrondissement of Nontron),downcase)									
obo:GAZ_00009288	Arrondissement of Blaye	wd:Q268470	arrondissement of Blaye	obo:GAZ_00003333	Department of Gironde	wd:Q194203	arrondissement of France	high		arrondissement of blaye		info(label-label,rdf(obo:GAZ_00009288,rdfs:label,Arrondissement of Blaye)-rdf(wd:Q268470,rdfs:label,arrondissement of Blaye),downcase)									
obo:GAZ_00009289	Arrondissement of Langon	wd:Q701386	arrondissement of Langon	obo:GAZ_00003333	Department of Gironde	wd:Q194203	arrondissement of France	high		arrondissement of langon		info(label-label,rdf(obo:GAZ_00009289,rdfs:label,Arrondissement of Langon)-rdf(wd:Q701386,rdfs:label,arrondissement of Langon),downcase)									
obo:GAZ_00009290	Arrondissement of Bordeaux	wd:Q700697	arrondissement of Bordeaux	obo:GAZ_00003333	Department of Gironde	wd:Q194203	arrondissement of France	high		arrondissement of bordeaux		info(label-label,rdf(obo:GAZ_00009290,rdfs:label,Arrondissement of Bordeaux)-rdf(wd:Q700697,rdfs:label,arrondissement of Bordeaux),downcase)									
obo:GAZ_00009292	Arrondissement of Colmar	wd:Q1117194	arrondissement of Colmar	obo:GAZ_00003330	Department of Haut-Rhin	wd:Q194203	arrondissement of France	high		arrondissement of colmar		info(label-label,rdf(obo:GAZ_00009292,rdfs:label,Arrondissement of Colmar)-rdf(wd:Q1117194,rdfs:label,arrondissement of Colmar),downcase)									
obo:GAZ_00009294	Arrondissement of Pau	wd:Q681862	arrondissement of Pau	obo:GAZ_00003336	Department of Pyrenees-Atlantiques	wd:Q194203	arrondissement of France	high		arrondissement of pau		info(label-label,rdf(obo:GAZ_00009294,rdfs:label,Arrondissement of Pau)-rdf(wd:Q681862,rdfs:label,arrondissement of Pau),downcase)									
obo:GAZ_00009297	Arrondissement of Moulins	wd:Q701834	arrondissement of Moulins	obo:GAZ_00003338	Department of Allier	wd:Q194203	arrondissement of France	high		arrondissement of moulins		info(label-label,rdf(obo:GAZ_00009297,rdfs:label,Arrondissement of Moulins)-rdf(wd:Q701834,rdfs:label,arrondissement of Moulins),downcase)									
obo:GAZ_00009302	Arrondissement of Yssingeaux	wd:Q702836	arrondissement of Yssingeaux	obo:GAZ_00003340	Department of Haute-Loire	wd:Q194203	arrondissement of France	high		arrondissement of yssingeaux		info(label-label,rdf(obo:GAZ_00009302,rdfs:label,Arrondissement of Yssingeaux)-rdf(wd:Q702836,rdfs:label,arrondissement of Yssingeaux),downcase)									
obo:GAZ_00009303	Arrondissement of Brioude	wd:Q633970	arrondissement of Brioude	obo:GAZ_00003340	Department of Haute-Loire	wd:Q194203	arrondissement of France	high		arrondissement of brioude		info(label-label,rdf(obo:GAZ_00009303,rdfs:label,Arrondissement of Brioude)-rdf(wd:Q633970,rdfs:label,arrondissement of Brioude),downcase)									
obo:GAZ_00009305	Arrondissement of Thiers	wd:Q702591	arrondissement of Thiers	obo:GAZ_00003341	Department of Puy-de-Dome	wd:Q194203	arrondissement of France	high		arrondissement of thiers		info(label-label,rdf(obo:GAZ_00009305,rdfs:label,Arrondissement of Thiers)-rdf(wd:Q702591,rdfs:label,arrondissement of Thiers),downcase)									
obo:GAZ_00009308	Arrondissement of Clermont-Ferrand	wd:Q572094	arrondissement of Clermont-Ferrand	obo:GAZ_00003341	Department of Puy-de-Dome	wd:Q194203	arrondissement of France	high		arrondissement of clermont-ferrand		info(label-label,rdf(obo:GAZ_00009308,rdfs:label,Arrondissement of Clermont-Ferrand)-rdf(wd:Q572094,rdfs:label,arrondissement of Clermont-Ferrand),downcase)									
obo:GAZ_00009311	Arrondissement of Dijon	wd:Q18114	arrondissement of Dijon	obo:GAZ_00003347	Department of Cote-d'Or	wd:Q194203	arrondissement of France	high		arrondissement of dijon		info(label-label,rdf(obo:GAZ_00009311,rdfs:label,Arrondissement of Dijon)-rdf(wd:Q18114,rdfs:label,arrondissement of Dijon),downcase)									
obo:GAZ_00009318	Arrondissement of Chinon	wd:Q700916	arrondissement of Chinon	obo:GAZ_00003360	Department of Indre-et-Loire	wd:Q194203	arrondissement of France	high		arrondissement of chinon		info(label-label,rdf(obo:GAZ_00009318,rdfs:label,Arrondissement of Chinon)-rdf(wd:Q700916,rdfs:label,arrondissement of Chinon),downcase)									
obo:GAZ_00009323	Arrondissement of Reims	wd:Q702181	arrondissement of Reims	obo:GAZ_00003365	Department of Marne	wd:Q194203	arrondissement of France	high		arrondissement of reims		info(label-label,rdf(obo:GAZ_00009323,rdfs:label,Arrondissement of Reims)-rdf(wd:Q702181,rdfs:label,arrondissement of Reims),downcase)									
obo:GAZ_00009325	Arrondissement of Ajaccio	wd:Q700367	arrondissement of Ajaccio	obo:GAZ_00003368	Department of Corse-du-Sud	wd:Q194203	arrondissement of France	high		arrondissement of ajaccio		info(label-label,rdf(obo:GAZ_00009325,rdfs:label,Arrondissement of Ajaccio)-rdf(wd:Q700367,rdfs:label,arrondissement of Ajaccio),downcase)									
obo:GAZ_00009327	Arrondissement of Belfort	wd:Q669222	arrondissement of Belfort			wd:Q194203	arrondissement of France	high		arrondissement of belfort		info(label-label,rdf(obo:GAZ_00009327,rdfs:label,Arrondissement of Belfort)-rdf(wd:Q669222,rdfs:label,arrondissement of Belfort),downcase)									
obo:GAZ_00009329	Arrondissement of Les Andelys	wd:Q701477	arrondissement of Les Andelys	obo:GAZ_00003377	Department of Eure	wd:Q194203	arrondissement of France	high		arrondissement of les andelys		info(label-label,rdf(obo:GAZ_00009329,rdfs:label,Arrondissement of Les Andelys)-rdf(wd:Q701477,rdfs:label,arrondissement of Les Andelys),downcase)									
obo:GAZ_00009332	Arrondissement of Meaux	wd:Q642854	arrondissement of Meaux	obo:GAZ_00003383	Department of Seine-et-Marne	wd:Q194203	arrondissement of France	high		arrondissement of meaux		info(label-label,rdf(obo:GAZ_00009332,rdfs:label,Arrondissement of Meaux)-rdf(wd:Q642854,rdfs:label,arrondissement of Meaux),downcase)									
obo:GAZ_00009334	Arrondissement of Pontoise	wd:Q702112	arrondissement of Pontoise	obo:GAZ_00003389	Department of Val-d'Oise	wd:Q194203	arrondissement of France	high		arrondissement of pontoise		info(label-label,rdf(obo:GAZ_00009334,rdfs:label,Arrondissement of Pontoise)-rdf(wd:Q702112,rdfs:label,arrondissement of Pontoise),downcase)									
obo:GAZ_00009338	Canton of Pont-Saint-Esprit	wd:Q591354	canton of Pont-Saint-Esprit	obo:GAZ_00008495	Arrondissement of Nimes	wd:Q18524218|wd:Q184188	canton of France|canton of France (until 2015)	high		canton of pont-saint-esprit		info(label-label,rdf(obo:GAZ_00009338,rdfs:label,Canton of Pont-Saint-Esprit)-rdf(wd:Q591354,rdfs:label,canton of Pont-Saint-Esprit),downcase)									
obo:GAZ_00009339	Arrondissement of Limoges	wd:Q597652	arrondissement of Limoges	obo:GAZ_00003399	Department of Haute-Vienne	wd:Q194203	arrondissement of France	high		arrondissement of limoges		info(label-label,rdf(obo:GAZ_00009339,rdfs:label,Arrondissement of Limoges)-rdf(wd:Q597652,rdfs:label,arrondissement of Limoges),downcase)									
obo:GAZ_00009343	Arrondissement of Mirande	wd:Q701711	arrondissement of Mirande	obo:GAZ_00003409	Department of Gers	wd:Q194203	arrondissement of France	high		arrondissement of mirande		info(label-label,rdf(obo:GAZ_00009343,rdfs:label,Arrondissement of Mirande)-rdf(wd:Q701711,rdfs:label,arrondissement of Mirande),downcase)									
obo:GAZ_00009345	Arrondissement of Toulouse	wd:Q702642	arrondissement of Toulouse	obo:GAZ_00003408	Department of Haute-Garonne	wd:Q194203	arrondissement of France	high		arrondissement of toulouse		info(label-label,rdf(obo:GAZ_00009345,rdfs:label,Arrondissement of Toulouse)-rdf(wd:Q702642,rdfs:label,arrondissement of Toulouse),downcase)									
obo:GAZ_00009347	Arrondissement of Saint-Omer	wd:Q702409	arrondissement of Saint-Omer	obo:GAZ_00003416	Department of Pas-de-Calais	wd:Q194203	arrondissement of France	high		arrondissement of saint-omer		info(label-label,rdf(obo:GAZ_00009347,rdfs:label,Arrondissement of Saint-Omer)-rdf(wd:Q702409,rdfs:label,arrondissement of Saint-Omer),downcase)									
obo:GAZ_00009364	Arrondissement of Draguignan	wd:Q372942	arrondissement of Draguignan	obo:GAZ_00003437	Department of Var	wd:Q194203	arrondissement of France	high		arrondissement of draguignan		info(label-label,rdf(obo:GAZ_00009364,rdfs:label,Arrondissement of Draguignan)-rdf(wd:Q372942,rdfs:label,arrondissement of Draguignan),downcase)									
obo:GAZ_00009365	Arrondissement of Toulon	wd:Q537277	arrondissement of Toulon	obo:GAZ_00003437	Department of Var	wd:Q194203	arrondissement of France	high		arrondissement of toulon		info(label-label,rdf(obo:GAZ_00009365,rdfs:label,Arrondissement of Toulon)-rdf(wd:Q537277,rdfs:label,arrondissement of Toulon),downcase)									
obo:GAZ_00009366	Arrondissement of Marseille	wd:Q701646	arrondissement of Marseille	obo:GAZ_00003436	Department of Bouches-du-Rhone	wd:Q194203	arrondissement of France	high		arrondissement of marseille		info(label-label,rdf(obo:GAZ_00009366,rdfs:label,Arrondissement of Marseille)-rdf(wd:Q701646,rdfs:label,arrondissement of Marseille),downcase)									
obo:GAZ_00009371	Arrondissement of Privas	wd:Q702130	arrondissement of Privas	obo:GAZ_00003441	Department of Ardeche	wd:Q194203	arrondissement of France	high		arrondissement of privas		info(label-label,rdf(obo:GAZ_00009371,rdfs:label,Arrondissement of Privas)-rdf(wd:Q702130,rdfs:label,arrondissement of Privas),downcase)									
obo:GAZ_00009376	Arrondissement of Bonneville	wd:Q588823	arrondissement of Bonneville	obo:GAZ_00003447	Department of Haute-Savoie	wd:Q194203	arrondissement of France	high		arrondissement of bonneville		info(label-label,rdf(obo:GAZ_00009376,rdfs:label,Arrondissement of Bonneville)-rdf(wd:Q588823,rdfs:label,arrondissement of Bonneville),downcase)									
obo:GAZ_00009379	Arrondissement of La Tour-du-Pin	wd:Q701368	arrondissement of La Tour-du-Pin	obo:GAZ_00003443	Department of Isere	wd:Q194203	arrondissement of France	high		arrondissement of la tour-du-pin		info(label-label,rdf(obo:GAZ_00009379,rdfs:label,Arrondissement of La Tour-du-Pin)-rdf(wd:Q701368,rdfs:label,arrondissement of La Tour-du-Pin),downcase)									
obo:GAZ_00009384	Arrondissement of Lyon	wd:Q535140	arrondissement of Lyon	obo:GAZ_00003444	Department of Rhone	wd:Q194203	arrondissement of France	high		arrondissement of lyon		info(label-label,rdf(obo:GAZ_00009384,rdfs:label,Arrondissement of Lyon)-rdf(wd:Q535140,rdfs:label,arrondissement of Lyon),downcase)									
obo:GAZ_00009387	Arrondissement of Albertville	wd:Q700375	arrondissement of Albertville	obo:GAZ_00003446	Department of Savoie	wd:Q194203	arrondissement of France	high		arrondissement of albertville		info(label-label,rdf(obo:GAZ_00009387,rdfs:label,Arrondissement of Albertville)-rdf(wd:Q700375,rdfs:label,arrondissement of Albertville),downcase)									
obo:GAZ_00009389	Arrondissement of Apt	wd:Q700451	arrondissement of Apt	obo:GAZ_00006554	Department of Vaucluse	wd:Q194203	arrondissement of France	high		arrondissement of apt		info(label-label,rdf(obo:GAZ_00009389,rdfs:label,Arrondissement of Apt)-rdf(wd:Q700451,rdfs:label,arrondissement of Apt),downcase)									
obo:GAZ_00009397	Arrondissement of Pithiviers	wd:Q585013	arrondissement of Pithiviers	obo:GAZ_00006663	Department of Loiret	wd:Q194203	arrondissement of France	high		arrondissement of pithiviers		info(label-label,rdf(obo:GAZ_00009397,rdfs:label,Arrondissement of Pithiviers)-rdf(wd:Q585013,rdfs:label,arrondissement of Pithiviers),downcase)									
obo:GAZ_00009398	Arrondissement of Montargis	wd:Q701744	arrondissement of Montargis	obo:GAZ_00006663	Department of Loiret	wd:Q194203	arrondissement of France	high		arrondissement of montargis		info(label-label,rdf(obo:GAZ_00009398,rdfs:label,Arrondissement of Montargis)-rdf(wd:Q701744,rdfs:label,arrondissement of Montargis),downcase)									
